text,label
You just don't forget Block 11 😩,neg
@name oh but the same my dear. If I could I would have been with you every day 😔💕,pos
Just realized I still haven't seen last year's VS show 😅,neu
Hello❤,pos
"@namn Is in the same context, is himself, is happy, dares more than cowards 💖",pos
#teamjonna ❤️,pos
Been laughing for so long at what Giggo said when he got into the walker 😂 he's so cute,pos
Wonderful 28:57 👌🎶🎤🎶,pos
@namn brooklyn e best in d most.. 👍,pos
@name Of course he had. Pattern cat! 😻,pos
Cool video bro 💯💯,pos
Those who have disliked this video would like an explanation as to why???!!!!🤬,neg
"It's a shame about Saga, yes, but I've heard that she has spread another girl's private pictures because of some quarrel they had 😕",neg
Hi Theresa! ❤ I love your videos. I have anxiety and every time I feel down I watch your videos and immediately feel much better! ❤,pos
Lying here with apocalypse anxiety and the emergency services still know nothing! 😱,neg
@name @name thanks for yesterday💗 http://t.co/2zTbnRcAHV,pos
When Lunabell arrived like that to jock 😂😂😂,pos
you said your grandfather looks like a zombie i think you look like a zombje hahahahahahahaha😂🤣🙂i think your vids are goodaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,pos
Team Jonna😂,pos
#teamjockiboi 😊👊,pos
"☀️🍂🍃🌂🍜🍷☁️ Etc. ""Autumn Man""",neu
Juicy content👏🏻👏🏻👏🏻,pos
@name thanks same! :) ❤️,pos
"Coll, you're Jockiboi, didn't you get bacteria in your hair now that your hair grew 😝",pos
So incredibly touched. Good job 🖤,pos
Team Jonna💗😘,pos
"Hahaha! 😲 ""@name: Week 843 what month is it again? http://t.co/MXiF56HZG7""",neu
"Wow, it turned out so well!💕 such nice pictures 🥰",pos
Beautiful you!❤❤❤❤,pos
@namn Don't know if I'm holding my breath right away. ◻️,neu
So sad 😔 But so exciting! 😦,neu
"@name but listen!! Not really, but thank you very much beautiful you😍",pos
So cool❤️😻😽🤣,pos
Your era is over 🙂,neg
Tag wait for the train for 30 min😑,neg
Sick people who say this never happened and it's all good lies. Ne fyfan respect to you who are at rmm and to everyone who passed away there.🌹,neu
Ask about Sweden's punishments!🤮,neg
"🙏🙏🙏

Hello omar!
If you like nutella, follow me and I'll share 😏

🙏🙏🙏
@name x1",pos
Rest in peace dear John we are all with you up there❤️😔,pos
Ugh 😢💔,neg
"I think you handled this really well and Emelie too.
You highlight the problem and not the person, you see the person behind the problems and the diagnoses but do not turn a blind eye to incorrect behavior.
You are the best youtuber I have come across ❤️
Actively works against bullying on tiktok and is glad you made this documentary, so people can get food for thought and next time don't judge the dog by its hair.
You/you are kings ❤️",pos
@name oh thank you❤️,pos
A little look back from the start #tjejmilen2014 so happy 😘👍☀️😎 @ Stockholm Tjejmilen http://t.co/reQ4YApSW6,pos
"Me, my children (twins), my mother, my 3 brothers and the eldest brother's first born have the same month stone😂 We were all born in May so it will be an emerald for all of us then ✅",neu
"How fun! You guys should do this again with another decade or something, ps GORGEOUS pictures ❤",pos
@name now it's me😭,neg
Hi love you and that you offer yourself you really make my days!❤️,pos
Thanks for making a video so more people can learn❤️,pos
"RT @name: No. They practice other things on that particular video.
There must have been a bit of a mistake in the picture in the link. 😊 http://t.co/GXB7xNAIKy",neu
"@namn I'm against the state and rather wikileaks-liberal, I don't get support anywhere 😂",neg
@name Happy birthday Tilda❤️,pos
How can you bully someone who seems super cute and likes the maid😢😢,neg
"Therese PLEASE PLEASE make a video and talk about how bad and horrible SHEIN is!! There are still so many people who promote it, even Swedish influencers who buy from there even though it is slave labor and shit bad for the environment. Please 😿😿💗 shelter",neg
MEEEEEEEEEEEEEERRRRR🎉🎉🎉🎉🎉,pos
Started crying when you spoke to Saga. ❤ so nice. Hope she sees this video!,pos
Sometimes you gotta love going to a restaurant high school😍❤️ http://t.co/YPAe8CFarZ,pos
So I love when you make tiktok videos PS love your videos 🥰,pos
"@name Well, how was Annie? Thanks for yesterday, I'm so excited for a Wednesday morning now! ♥",pos
So Gudrun shared Simon Lusseti's video about why he intends to vote for Fi 👏💕👏💕 https://t.co/CmeVZuyO42,pos
"@namn The Balts know what #Russia stands for, as do we relatives of the 120,000,000 who had to give their lives because they THINK DIFFERENT 🙉🙈🙊",neg
Team Jonna ❤️❣❤️,pos
So it was done. ✊@name http://t.co/s1TLfBQGWT,neu
team jonna👍,pos
#teamjonna♥️,pos
Team Jonna 😂👏🏼,pos
I love your videos I can never stop watching them. Thank you for being alive I couldn't live without you 😍😍😍💕💕💕❤❤❤,pos
"Soooo good video, never been more interested than now❤️",pos
Isn't it uglier to trick kids out of money? Damn pole shots the whole bunch😂,neg
Please what an awesome video yeah I want to see more from another year soon you guys are too wonderful hugs❤️❤️❤️❤️❤️❤️,pos
@namn I now expect you to be promoted and get your own program too 😉 But we still want to see you in @namn 😎,neu
RT @name: You'll see the #ABdebate tonight. Even reporters participate @name @name @name @name ➡️ http://…,neu
@name oh wow nice 😍,pos
You make such great videos! ❤,pos
"@namn Yes, what pictures did you get, but aren't you a bit shakier then? Difficulty with sharpness then 😊",neu
@namn did you get a picture of me❤️,pos
Love your videos❤️❤️,pos
I love you guys❤️❤️,pos
@name Welcome 😊 @name,pos
Listen to me I've subscribed to you guys for one reason and that's because you're sooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooood,pos
"@name Totally agree with you!! And the feeling when you run and it goes at the speed of the world, as if your legs are flying = KICKASS feeling 😍✌️",pos
Always so happy to see your vlogs. The hard hit when Oscar scares the cat with his song. xD The nicest of you. ♥,pos
"You also have to have coffee! Here is Moa, the youngest of the nieces. ❤️ @ Manhem cafe &amp; deli, asp pudding http://t.co/9OxQ10yefu",neu
I love you tomu coh yomi ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,pos
Great that you suggest meditation! Helped me a lot also in stressful periods. I was given the concrete task of meditating when I attended CBT. More people should try! 🌸🤍,pos
You always put me in such a good mood❤️,pos
@name have the best time in the world ❤️❤️❤️,pos
@name you like this😏 emoji huh? 😂,pos
Yeah. Jonna is right. You were very nice ❤️❤️❤️❤️,pos
A better Tuesday with these ✨❤️! @ Klättercentret Phone plan http://t.co/UVmNhtSjYx,pos
My mother's grandmother survived the war in Poland and her mother was Jewish and was sent to this camp 😭,neg
Fingers crossed that you stay healthy regardless of video or not of course ❤,pos
My claustrophobia is escalating.. I panic the second I take my shirt off 😕,neg
"Hahahaha when my parents asked what I got as a birthday present from Karl, 😂 I asked ehhhh so @namn",neu
It turned out great,pos
"First thought thirty trap 😂😂😂😂
HAHAHAHA DIE",pos
@name @name no you were just supposed to put yesterday😌,neu
Can't do anything but love dad🙌❤️R.I.P JOHN❤️,pos
Jonna loves your pranks.☺️ #teamjonna,pos
Anders was insanely handsome in his hair and clothes 😃 Make more videos like this 🤩,pos
Shit pretty yoooo!❤️,pos
#teamjonna💞,pos
Cozy vlog as always! 🥰 Can't you tell me what products you used in your skin care routine? Curious about that moisture mask you mentioned! 😇,pos
Springis is criminal ❤️❤️,neu
Damn good video👌🏼,pos
@name If it was 😊,pos
Almost all the dogs!! ❤️❤️😘😘😘 http://t.co/rJfBwI2BRm,pos
Such an incredibly strong father who has had to receive this ❤️,pos
"Meditation is looking at you Helen, thank you loved you ❤❤❤❤❤",pos
"RT @name: #FoooersConspiracy The performance will take place where the guys shot their first music video, RUN😘",neu
Haha so cute! Oh so nice! (Hehe mischievous)❤ never stop what you are doing,pos
@name have you popped Eva or 😏,neu
First 17 seconds! Ps love you soooooooo much❤️❤️❤️❤️❤️,pos
Finally! 😍 thanks for all the videos ❤️ hope you are well,pos
My heart hurts😭,neg
It's so nice that you show and talk about when life is not at its best. Wonderful jewelry! Nice collaboration! ❤,pos
@name Hahaha!! A nearby store 😋,pos
"It's a good thing my 4 year old little sister doesn't watch his videos anymore.😡
Great video!👍🏻",neu
Became like a child oh wanted to jump in the pile of leaves.. 🙊😍💃🍁 #höst #löv #misigt #villehoppailövhög… http://t.co/XRmpOUXMOS,neu
"good guys, this is how you should use your platform! 💓",pos
"Thanks @name for all the love! So much love back to you!💖

http://t.co/nvkNFR5Par",pos
@namn thank you Ogge for looking into my eyes and smiling big today! 😍😱💕👌,pos
After deleting the Kim Kardashian app 🙌 http://t.co/jrcGMbJxbh,neu
You MUST make this a family tradition❤️,pos
"@namn acted fence for you today, it deserves a follow right? 💁🎽👖",neu
"Shit, how beautiful they became Jocke omg 😍😍",pos
#teamjonna it's damn nice 😉,pos
I don't care if you miss the guns because you're so good you'd think you don't want them #Whippitpro3000!😎,pos
"RT @name: This man calls himself ugly, is that right? She is the most beautiful I have ever seen! RT and prove to her that she is beautiful!💗💗 ht…",pos
@name HAPPY BIRTHDAY !!! assumed your birthday is today 💃🎁🎈🎉✨,pos
Hahaha look at your test wigs video and they were a rococo wig you loved 😅😻❤ so happy to see you living your dream. You are the fantasy and the moment 😍❤🥵🥵,pos
Some will surely be happy and others won't😐😕 but ah,neu
I love your videos 😀I also have guinea pigs😀😀,pos
Love your laugh 🤣❤️,pos
"RT @name: Anyone who wants to be part of a big giveaway for Robin, RT this so I can DM you❤️",pos
@name Cool! 😍,pos
@namn Of course it will be 😉,neu
Hello Local 🤗 I think it's very good you see Emilia bembe page also I think very good video and what Anjo does to Emilia so wrong no one should bully Anna man 🔥✊💕🙏,pos
"Skeptical goats, a confused Stina and the songbird Oskar😂 doesn't get any better than that❤️❤️ love you❤️❤️",pos
Love your channel❤️,pos
"Always nice to end November 27, 2022/evening with you❤",pos
@name it's tragic 😫😫😫,neg
It feels so good to be free tomorrow. No Sunday anxiety here either👏,pos
"Imagine a person who is tagged on Monday, inspaaaark today 🎉",pos
What a star you are😍😍😍😍,pos
I love your videos❤❤❤,pos
did you see family photo next to grandfather at the beginning 😮😮😮,neu
My mom was there 1 month ago😭,neu
RT @name: THANK YOU for letting us have OUR hour tonight. ❤️💜❤️💜 Remember that you are the best just the way you are. Kisses #GirlzTimez,pos
Can you try crochet in a video❤️❤️love you and your videos you are the best❤️❤️❤️,pos
Freelance + daycare often means that coffee breaks are replaced by breaks like this. 💕 http://t.co/4LumuXc8J3,pos
"It's not a nice question, but what you said about Pontus Rasmusson was absolutely right. Plus you are the best and don't forget that you are so important❤❤",pos
Viktor you are the best on youtube 🥳🥳,pos
The flamingo jacket that the guy at the lock is sporting right now. 😍,pos
"You can even hear that you don't believe what she's raving about, you can hear it straight through 😂 Damn, raise your room 😂",neg
@namn asså sirrå can't take my life 😭,neg
@name I changed names with her once with a teacher who was new😂he believed in us for a long time until someone in another class asked huh?! No 😂,pos
@name Always!! 🙏👍✌️,pos
Always me😂 #prayforhanna 🙏,pos
Wow what a video 🙌🏼,pos
What a weekend! Guess this will be a good week with ✌ http://t.co/vcmIMLS0D1,pos
Love you Therese have a good Sunday evening❤️,pos
It was actually pretty cool 😐,pos
Damn that's terrible .....I have no words!!! All thoughts to the family 🙏🏼❤️,neg
jona💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖,pos
Team Jonna ♥️♥️♥️,pos
SMS from the blood center you make me so happy! ❤️💉💉💉❤️,pos
RT @name: BEST BEST BEST BAJ! 💚🌟#hifdam #segertåg @ Kanalplan/Hammarby IP http://t.co/wK3Otsfplx,pos
GOT TWO TICKETS TO 1D AT ULLEVI EARLY ENTRY IS SO 💃💃 http://t.co/ioucYNYLTY,pos
WOW! Super cool concept!!❤ LOVE!❤,pos
@namn @namn haha ​​aa... I probably could have gone but oh my god I didn't even think about it 😂😂😭😭,neu
You are then finn❤❤❤,pos
Studio night 📷👌 http://t.co/TpZL2cSmzH,neu
Why 10-min videos💀😡😡😡😡,neg
Why clickbait m josef loco but no mention of him in the video? 😂,neu
4:36-5:04 on the white heart baked Jocke (the fly)😂,neu
Oh finally a new video Therese! 🫶🏻,pos
You are sooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,pos
"A damn good and also important video, very nicely filmed and edited by Pontus. Huge compliments to you 🤟",pos
Nice hole hour 🙏,pos
Sweden we betrayed another vulnerable woman I am so terribly sorry!💔😫😔😔,neg
45 seconds❤,neu
Ohhh!!! What I want back 😩😩,pos
"8:30 am
He just ""mom I'm running my own race now 😂😂",pos
Know you are renovating but love the toilet seat in the intro type🚽🚽🚽🚽❤️❤️❤️,pos
@name Tasty stove! Hahaha 😋😋😋😂😂,pos
You have no idea how much I laughed!❤ You are so good!!,pos
It was actually quite nice you look like Seth rollins😂,pos
#teamjockiboi and #teamjonna ! Think both own! 😍😉,pos
Congratulations old man 😘 @namn http://t.co/3WNrbRiXDz,pos
Coziest start to Sunday! 🥰 very nice song by Oskar 😂,pos
Team Jonna❤️❤️❤️❤️,pos
"@namn @namn Felix here you have a picture so maybe you will remember, no it's just nice that you like it😘",pos
@name Lots of good night to you and sweet dreams! #net love ❤️,pos
"Instead of talking about Emelie bumbi and her story, you drag it more into telling everyone how stupid and weird Anjo is. That kind of ruined it. It also felt like you talked a little too much than Emelie did. However, I like that Emelie got her own video to talk. A little criticism ☝🏻",neg
It actually turned out nice☺️,pos
More more more more more more please 😃,pos
#THYMONNA♥,pos
"To you Saga who was on the vodio: You are so very strong, I understand that you are having a hard time, you can handle this❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",pos
"""Real men wash their hair in the toilet seat!!!""
HAHAHA!! #teamjonna💕",pos
"@name ok, but it doesn't hurt that you are there too ☺",neu
So damn good content! 🔥,pos
HAHAHAHA when Jocke put his head in the toilet😂😂,pos
it turned out nice 😁,pos
@name Exactly! Patriarchy and capitalism in insidious collaboration. 😦😦,neg
LOVE these kind of videos from you 😍,pos
Both of you are so fucking cruel,pos
I like jona😙😙😙,pos
What kind of app did you have for your analog pictures to get them good on your mobile phone?🥺❤️,neu
"GOD how well you edited the video, so nice! Can't imagine how many hours you spent on it 😅❤",pos
I think you are the king of fortnite🤗🤗,pos
I have fortnite and I want to be your friend😀,pos
Can you do more animal vlogs love watching them ❤,pos
"Sunday's highlight 🥰 I have to say that you share in such a nice, honest and peppy way ❤",pos
Kickoff and boat trip with the best Team Wellington ☀️! Now we are all set for a really lovely autumn! #team... http://t.co/mpPBXPB4tt,pos
@name @name but stupid then😂😂😂,neg
You are the best ❤🥵,pos
@namn so nice both at work and like now when I go to the municipality 😊,pos
"RT @namn: Get to have Reinis as a kind of uncle or something, he seems so kind and cozy haha ​​❤️",pos
@name @name looking for my #shame pillow 😨,neg
@namn It's wonderful that you have such an impact 😊,pos
Love! 😍,pos
#teamjock 😎,pos
He turned out handsome❤️,pos
"@name Yes, of course! But it's sickening harmo to lie in bed and listen👌",pos
I've had butterflies in my stomach for a week now. Missed that feeling 🙈,pos
Super important video ❣️,pos
You filmed this in a very respectful way❤Thank you for spreading information about the horrible thing that happened❤,pos
@name @name That one doesn't look very cute either! 😣😳😨😂😂,neg
Keep doing what you are doing - you are really great and stay neutral - thank you so much for another interesting and entertaining video..!! 🙌🤩❤️,pos
Always happy when you post new videos❤️,pos
@namn THANK YOU SO MUCH FOR FOLLOWING VILMA I'M CRYING TEARS OF HAPPY THANKS SO MUCH SHE'S MY BEST FRIEND😭😭❤️ @namn,pos
@name thank you heart 💕,pos
You are the best never stop what you are doing💙💙💙💙,pos
Maybe they run ♀️ 🤷,neu
It was beautiful #teamjonna👌🏻,pos
Hi Tomu great video as always o and remember you are the best forever. I have a question for you and Yumi if you can come to the wolf town sometime please reply to my comment thanks ☺️ 😊😊😊😊😊😊😊😊😊,pos
Damn what a disgusting culture🤢 calling their daughter a whore because she lost her virginity. And murders her because she is in love with someone.,neg
Shall we see when you pick up a hamster because you said you would do it no stress Therese you are the best ❤,neu
"Thank you so much for actually bringing it up with Rasmus, it's really needed ❤️",pos
Such a lovely video❤,pos
"Lovely with mischievous kitty❤ I also love stones ever since I was little, so now crystals live a little here and there with me. Will of course go in and check Cielo for more😊",pos
@name So Ida 👏💕👏💕,pos
@name I love you ❤,pos
RT @name: @name @name oh how beautiful! Which app?💗,pos
Tem jockeyboy😄👍🏽,pos
#teamjonna you look beautiful♥♥♥♥♥♥,pos
WE WILL BE REUNITED TODAY 😂😂😂😂😂😂😂 @name @name 💗💗👏👏,pos
"Fuck this week's first PB of 219.5 cm 💫 But my God, there's a hell of a long way to go! #offseason @ Saga Gym http://t.co/speLT11Eet",pos
Really not in the mood for training today. Just want to be home😔,neg
That's how you ripped off a session #CrossFit on #sats 💪 felt terribly heavy today 😁. #BitIhop #Puss… http://t.co/RtOAuEaZsf,pos
@name the end beats everything though 😂,pos
"@namn Regardless of what you bet on, or what it turned out to be, it was still nice! ☺👍",pos
Someone watching 2k17 😂,neu
@namn Maybe would introduce two teams going down to the Allsvenskan after Christmas again. Salary cap👍,neu
"""Parkour"" on SVTPlay 🙈",neg
RT @name: WE JUST SAW DAFF. 😂😂 WE SIT IN THE CAR AND THEN PRAYED. THERE IS DAFF!!!!,pos
Thank you @namn for what you did and for sharing today. So important! ❤️,pos
@name Same here ☺️👍,pos
@name I have hug parties every time 😘😘😘,pos
Wow 🤩,pos
@name love your profile picture! 💙😍,pos
“@name: Met Mr. Tarantella on the way home. Some poor thing isn't sleeping soundly tonight. http://t.co/yXRnDlFqIQ” OMG!! 😁,neu
Do you answer if you are early?❤,neu
Will be so happy when they see that you have posted a new video❤️❤️❤️💗💕,pos
Beautiful women who start at P❤️ #tillsammansmotcancer,pos
Such a fun and different idea!❤️❤️❤️,pos
"Best bdaywish yes got, worth tweeting about👡😂🚿🎈#dampaiclique @name @name @name @name http://t.co/ANv2Ln94mh",pos
Team Jonna😛,pos
"Thanks for a cozy vlog!😊❤️
What beautiful jewelry! I'll take a closer look at the website. 😊🥰
Great fun with charades at the end! 😊 The children are so very cute! 🥰❤️❤️❤️",pos
"I remember that case, it was really terrible.. 😢",neg
Extremely important video that is really needed! Great job!👍,pos
"Please read this!
If you are going to have a battery box, be careful HOW you put the batteries in, because it can start a fire!! 😰",neg
It turned out nice Jocke 💗💗,pos
Haha then I get a message that the service is being maintained... 💩 Sony,neg
"@name @name @name Omg! When I meet you, I'll buy a 'turtle ninjas' mask😍❤👋",pos
TEAM JON'S ❤️👍,pos
@namn regrets the sadness heart ❤️❤️😔,neg
Good luck to everyone starting uni today 💕,pos
You must make this a family tradition❤,pos
People like that have no business in Sweden. Disgusting🤢,neg
It wasn't so damn bad😍,pos
It's very pretty!😍,pos
Love waking up to see you posted a new video❤😍,pos
#team Jonna 👌👌😂,pos
"Local brother kä
Hang on🙏🏻🙏🏻 never give up! You're king 👑 and a real legend 💙 banjo's channel only consists of drama videos😂 absolutely insane‼️

Bring olof k Gustafsson into a video! We have missed him 🙏🏻🙏🏻",pos
@name is fine how are you?☺️,pos
I think you looked cute in that 💖,pos
"Okay. We have to think like this. It's more than three weeks, BUT it's not more than 1 year💘",neu
@namn yes unfortunately 😔 want to live in a small town.. How are you miss?,neg
@name Oh this is a SUPERDEAL!?!? 😍,pos
"@name my lucky number is actually 5 too, so let me be the 5th you follow today😘",pos
Important video. Thank you ❤️,pos
Love your videos❤,pos
#teamjockiboi👍👍👍,pos
So much fun and enjoyed editing 😊,pos
Team jockiboi & teamjonna 😘,pos
@name Yep! That and water 😳,neu
"My great grandpa was there when he was little and his best friend died there, luckily great grandpa didn't die. BUT now he is dead😭",neg
"@name Yes, thank you, very good! ☀️",pos
"@name HAHAHA all the Foooers ran when it was red and people just ""Why are they running?!"" And the cars honked shit loud 😂😂💕",pos
This is a big reason why I love dubbing! 😄🙏💛 So grateful! PING @name http://t.co/r2IAyRe62A,pos
Hahaha Gigg!!! Wonderful kid 😂😍,pos
An evening on the rampart with a loaded Mystery Love is not entirely wrong! 😊🌟🐴 #teamnorman #laddar #springspring,pos
6:05 you can see it's a doll 😐 Rio John😢😢😢😢😭😿🙀😾,neg
29 latest trends 🙏🏻🙏🏻‼️👏👑,pos
@namn damn wow 😃😃,pos
This is sick. Crying!! 💔,neg
"I think a higher, dark cabinet would be nice in the kitchen where you lack something.. 😍",pos
They are you I live for💗💗💗💗💗💗,pos
"@namn oh what a nice picture, you're really awesome at taking pictures❤️",pos
Therese finally a new video has been waiting for several days❤️ you should have seen how happy I was,pos
Time jonna😊,pos
it turned out pretty 💕😜,pos
For me it is incomprehensible and incomprehensible how you can do this to your own child😢😢 Rest in peace beautiful Fadime! ❤️🕯,neg
Do you know what I mean???😩😩😩 AND I'm not stiff,neg
@name but :( when did you go?😩💖,neg
#teamjonna😘,pos
Team Jonna!!!! It turned out really cool... 👌🏼👌🏼👌🏼👌🏼,pos
"Yes, please make this a tradition! It's super fun 😍😍😍 and how nice with the ""oil painting"" ❤️😊",pos
What I do when we have a break 💪 http://t.co/dYnbFroJ4T,pos
@name came then 💁💁,neu
Wow😍😍😍,pos
"Team Jonna😗
It was really cool 😎",pos
The pictures turned out SO nice!!❤ This must become a family tradition!❤,pos
👍#teamjockiboi,pos
Another fantastic vlog from the world's best family. Love to keep up and see your everyday life ❤️❤️,pos
@name damn !!!!!!!!!!! I'm praying for you brother 🌟🌟🌟,neg
Team johnna😂,pos
Love when he puts his hood down the toilet😂😂,pos
Wow!!! Please do this with like 80s concept❤️❤️,pos
"12.30 Oleary's tele2 with Sofie Ekman, Sofie Fransson, Sara Persson &amp; Mickis Hägg to watch the football. Then we have tickets for the hockey 16💖🍻",neu
"NEW YORK is now booked! Do I need to say that I am the happiest in the world?
💃🙌🗽✈️🇺🇸☀️🍺🍕👌",pos
All this happens when people are indifferent to another's grief😢😢😢,neg
Can't help it... But the men in the dressman commercial are so fucking handsome 😍😍,pos
@name thought you liked Samsung more than IPhone😏,neu
"""Fuck bitches man, they come and go."" hahaha oh my amazing auntie ✌️",neu
CONGRATULATIONS❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ @name greet the family!,pos
Respect to all people who died in the Second World War🙏,pos
"Can't really complain about the school days, facials in the morning and make-up in the afternoon 😍💆",pos
It turned out really nice 😍💗,pos
can't stop listening to ariana's new album 😍😱🎧,pos
@name best!! awesomely done!! keep turning your backs 🙏💪,pos
"You beautiful as always, it's so lovely to see your good family.
Today it felt extra good when you brought up this thing with stones and crystals. Sundays feel extra good when I get to watch your vlog hug ❤️😍♥️👍",pos
Your laugh warms my heart❤❤,pos
"Has your hamster arrived, I would love to see it 😊",pos
"I've been going around & guessing that she has schizophrenia, now I got the answers in words. Nothing wrong with them. I'm glad I guessed right🤣",neg
"You are so awesome on Youtube❤️
And❤️ such a great role model❤
Have a really nice Saturday tomu!❤️
From me Oliver💖👍😊",pos
Team Jonna 💖💖💖💝💖👍 💖💞💝💞💕💜💜💜💜💜💜 💜,pos
#teamjonna 😄,pos
Painting in the children's coloring books can be so calming 🥰👍,pos
Love the editing! Great fun!❤️❤️,pos
Happy 18th birthday Felix! 🎉 Hope you had a good day! 😄 @name,pos
@name nice! 👯 dura?,pos
@name thank you please! 🙏,pos
"@name I like wine, pasta and ice cream! 😀",pos
"Hahaha, so sorry, but Pontus is dumber than the train, because the train still whistles...

He says they are his song, b
Beautiful girls, but they are Sean Kingston's song, haha, he may have done a cover, but they are
Not his song, Hahaha,

Loved that song, until I heard Pontus sing it 🤢🤢🤢🤣🤣",neg
Great video👍👌😄,pos
You make my day Therese have a good day❤️😁,pos
@namn this day has been 👌👌👌 thanks to you and my friends but now you actually have the chance to make it even better!!,pos
"Therese you put so much time and energy into your videos and it really shows, you are the best on all of YouTube!❤️",pos
It turned out nice😂,pos
"@name haha ​​cutie, it's just fun! Hope you have a great time in London! 😘",pos
Love when you post!💗,pos
👏👏👏 against Pontus rasmusson!,neu
@name follow me😚🙊,neu
Sorry to write again but in anjo's latest video a few minutes ago he says you support Emelie and shows a picture of you. But you said in the video that you are neutral and also said several times that she also made a mistake 🤦‍♀️🤦‍♀️,neg
"YES! Please make it a family tradition. Would have been fun with different centuries or yes, different styles on each photograph❤️",pos
#teamjonna 😘,pos
"I think you have such good promotional links Helen, now it became a nice rock crystal and finally it became a robot vacuum cleaner that I just love. 😊",pos
Please release the song in the intro so it sounds like that🔥🔥,pos
RT @name: Hahaha who did this?!? 😂😂😂 http://t.co/gcllyIJm1z,pos
God so much time and good editing!😍❤️,pos
"She says believe and believe. I'll do the math, she can't even count 😂😂..50k is a lot for someone who is out of balance and is an early retiree. She has promised people to pay double back and she never did. People have had to wait several months for their money. Then she promised to do it. Well damn this piss ant shouldn't be on tiktok etc",neg
#TeamJonna❤️😂,pos
joke💖❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ ❤ ❤ ❤ 💖 💖 💖 💖,pos
They are fucking beautiful 😍😍😍😍😍 I think 😍😍😍😍😍😍😍,pos
Funniest in a long time 🤩🤩🤩🤩 love this stuff 🤩,pos
"@namn or rather ""this is how it is appropriate to train x age group if we are going to create f-sentences so that they will think⚽️ is the most fun""",neu
Hiccups when going to sleep 🐴🐴🐴,neu
#teamjonna #teamjonna the best 😂😂,pos
"RT @name: #FoooersConspiracy The pic is the clue to where the performance is, RUNRUNRUN🏃 http://t.co/SKjK7aG928",neu
Been to both locations😢😢😢😢,neg
I am your first showing!! ♥️♥️ I listen to your podcast and watch you every day ♥️🍄🪵🧋♥️♥️,pos
"@name Hahahaha ""instead of muor"" 😂😂😂😂",pos
"No, but I don't have a grandfather anymore😢😭 he has died",neg
"God, great video, but just wondering when the video where you would try on wedding dresses is coming out. Not to stress you out or anything, I'm just so into that video. Love your videos first❤️❤️❤️❤️❤️",pos
"@name @name Haha... When #Hatmedia lacks arguments against politics, they use the personal attack card when the #racism card doesn't work 🙈🙉🙊",neg
i think you're so bad,neg
Jennifer likes social studies 😂😂 http://t.co/PijZv1nxxg,neu
💯 fire as usual.,pos
It is incredibly wonderful to follow your family ❤️❤️❤️ thank you Helen you/you share.,pos
RT @name: @name sure I do:) hope to see you in the future ❤️️,pos
@namn you can get my 100 study questions without results and which are nowhere to be found 😁👏,neu
@name @name Hehehe! Not sure if that's right though.. Gotta be a bit more cool! 😎 Wish it was true.. 😜😂😂,pos
@name thanks! Will tip 👍,pos
Love you!!!!❤️❤️,pos
"John was a hero and still is, he stood up for what was right and it cost him his life, hope you are well John. You are a real hero and are celebrated by the Swedish people, someday I hope we will see each other in heaven❤️",pos
"@namn Hahaha thanks, will remember that 😊",pos
And very beautiful pictures 😀 😍 you got it.,pos
What pigs!! Hate that things like this happen! Hurts my heart when the father tells everything💔,neg
"RT @namn: Best clip I've seen on lenge💙

RINKEBY💙💙💙💙🙌🙌🙌

Do you have time to check here?💙

http://t.co/X8a5hUhgYl",pos
It was actually nice!!!❤️,pos
"Only me seeing something black moving on the heart in the background (4:41)
*_*
You are the best Jocke & Jonna❤️❤️❤️",pos
@name thank you darling 💕💏,pos
"I don't know more than that my month stone is red, I think I was born in January. Thanks for a great vlog 😍",pos
Real hero❤,pos
#teamjockiboi ❤️❤️,pos
Yaaaaaaaa more mulle meck❤,pos
Mulle Meck is among the best you've played in a long time ❤️,pos
Love this era 😍🥰,pos
Team Jonna ♥,pos
@name every day I check if you have started following someone new and want me to be your next. Will I ever be? 💖,neu
@name indeed! 😉,pos
You are the best I love you and your videos ❤️♥️ţ❤️♥️ţ❤️♥️ţ,pos
Trustee's Day is on! 😃✊ #hrf #schystavillor #stockholm http://t.co/MqZH66Z7CS,neu
It turned out seriously as nice 😍😍😍,pos
How beautiful Jonna turned out in the red/brown hair! Suits her so well 🥰,pos
